year,province_name_en,sex,age_group,population
1997,Nakhon Nayok,male,55-59,4073
1997,Nakhon Nayok,male,60-64,3584
1997,Nakhon Nayok,male,65-69,2632
1997,Nakhon Nayok,male,70-74,1896
1997,Nakhon Nayok,male,75-79,1029
1997,Nakhon Nayok,male,80-84,569
1997,Nakhon Nayok,male,85+,494
1997,Nakhon Nayok,female,0-4,8048
1997,Nakhon Nayok,female,5-9,8531
1997,Nakhon Nayok,female,10-14,8626
1997,Nakhon Nayok,female,15-19,9525
1997,Nakhon Nayok,female,20-24,10028
1997,Nakhon Nayok,female,25-29,11186
1997,Nakhon Nayok,female,30-34,11403
1997,Nakhon Nayok,female,35-39,9733
1997,Nakhon Nayok,female,40-44,7990
1997,Nakhon Nayok,female,45-49,6278
1997,Nakhon Nayok,female,50-54,4745
1997,Nakhon Nayok,female,55-59,4656
1997,Nakhon Nayok,female,60-64,3906
1997,Nakhon Nayok,female,65-69,3241
1997,Nakhon Nayok,female,70-74,2357
1997,Nakhon Nayok,female,75-79,1486
1997,Nakhon Nayok,female,80-84,998
1997,Nakhon Nayok,female,85+,888
1997,Sa Kaeo,male,0-4,21281
1997,Sa Kaeo,male,5-9,22329
1997,Sa Kaeo,male,10-14,22588
1997,Sa Kaeo,male,15-19,25725
1997,Sa Kaeo,male,20-24,26536
1997,Sa Kaeo,male,25-29,27123
1997,Sa Kaeo,male,30-34,25029
1997,Sa Kaeo,male,35-39,20409
1997,Sa Kaeo,male,40-44,16077
1997,Sa Kaeo,male,45-49,11799
1997,Sa Kaeo,male,50-54,8577
1997,Sa Kaeo,male,55-59,7908
1997,Sa Kaeo,male,60-64,6130
1997,Sa Kaeo,male,65-69,4565
1997,Sa Kaeo,male,70-74,2816
1997,Sa Kaeo,male,75-79,1486
1997,Sa Kaeo,male,80-84,903
1997,Sa Kaeo,male,85+,825
1997,Sa Kaeo,female,0-4,19845
1997,Sa Kaeo,female,5-9,21602
1997,Sa Kaeo,female,10-14,21792
1997,Sa Kaeo,female,15-19,24497
1997,Sa Kaeo,female,20-24,26101
1997,Sa Kaeo,female,25-29,26339
1997,Sa Kaeo,female,30-34,24251
1997,Sa Kaeo,female,35-39,19881
1997,Sa Kaeo,female,40-44,15558
1997,Sa Kaeo,female,45-49,11928
1997,Sa Kaeo,female,50-54,8680
1997,Sa Kaeo,female,55-59,7976
1997,Sa Kaeo,female,60-64,6543
1997,Sa Kaeo,female,65-69,4843
1997,Sa Kaeo,female,70-74,2985
1997,Sa Kaeo,female,75-79,1732
1997,Sa Kaeo,female,80-84,1067
1997,Sa Kaeo,female,85+,1114
1997,Nakhon Ratchasima,male,0-4,99266
1997,Nakhon Ratchasima,male,5-9,97902
1997,Nakhon Ratchasima,male,10-14,100406
1997,Nakhon Ratchasima,male,15-19,116934
1997,Nakhon Ratchasima,male,20-24,125513
